,q,i,a
0,What are the early symptoms of bronchiolitis?,"Bronchiolitis causes symptoms such as sneezing, a runny or blocked nose, a cough, and a slightly high temperature of 38C.","The early symptoms of bronchiolitis are similar to a cold, such as sneezing, a runny or blocked nose, a cough, and a slightly high temperature of 38C."
1,When should I call 999 or go to A&E for bronchiolitis?,<noinput>,"Immediate action requires calling 999 or going to A&E if your child is having difficulty breathing, if there are pauses when your child breathes, if your child's skin, tongue, or lips turn blue, or if your child is floppy and will not wake up or stay awake."
2,What should I do if my child has a temperature with bronchiolitis?,My baby is older than 3 months and has a temperature of 39C.,"If your baby is older than 3 months and has a temperature of 39C or higher, you should ask for an urgent GP appointment or call 111."
3,Are there any specific treatments for bronchiolitis?,<noinput>,"There's no specific treatment for bronchiolitis, it usually gets better on its own. However, you can give children's paracetamol to babies and children over 2 months old or ibuprofen to babies and children over 3 months old. Just remember not to give aspirin to a child under 16."
4,How can I prevent bronchiolitis?,<noinput>,"To prevent bronchiolitis, you can wash your hands and your child's hands often, clean toys and surfaces regularly, use disposable tissues, keep newborn babies away from anyone with a cold or flu, and avoid smoking around your child."
5,What are the causes of bronchiolitis?,<noinput>,"Bronchiolitis is caused by a viral infection, usually the respiratory syncytial virus (RSV). RSV is very common and spreads easily in coughs and sneezes. Almost all children have had it by the time they're 2."
6,Is bronchiolitis more serious in certain children?,<noinput>,"Yes, bronchiolitis can be more serious in certain children, especially those who were born very prematurely, have a heart or lung condition, or have a weakened immune system."
7,What should I do if my child's nose is blocked with bronchiolitis?,My child's nose is blocked.,"If your child's nose is blocked with bronchiolitis, you can try using saltwater drops (saline) to clear their nose."
8,Can I lower my child's temperature if they have bronchiolitis?,<noinput>,Do not try to lower your child's temperature by sponging them with cool water or taking off all their clothes.
9,Can smoking increase the risk of bronchiolitis?,<noinput>,"Yes, smoking around your child can increase their risk of getting bronchiolitis. It's important to avoid smoking around your child."
0,What are the symptoms of bronchiolitis?,Bronchiolitis,"The early symptoms of bronchiolitis are similar to a cold, such as sneezing, a runny or blocked nose, a cough and a slightly high temperature of 38C. A child with bronchiolitis may then get other symptoms, such as breathing more quickly, finding it difficult to feed or eat, noisy breathing (wheezing), becoming irritable. Symptoms are usually worst between days 3 and 5, and the cough usually gets better in 3 weeks."
1,When should I call 999 or go to A&E for bronchiolitis?,Bronchiolitis,"You should call 999 or go to A&E if your child is having difficulty breathing – notice grunting noises or their tummy sucking under their ribs, there are pauses when your child breathes, your child's skin, tongue or lips are blue, your child is floppy and will not wake up or stay awake."
2,When should I ask for an urgent GP appointment or call 111 for bronchiolitis?,Bronchiolitis,"You should ask for an urgent GP appointment or call 111 if your child has had a cold and it's getting worse, your child is feeding or eating much less than normal, your child has had a dry nappy for 12 hours or more, or shows other signs of dehydration, your baby is under 3 months and has a temperature of 38C, or is older than 3 months and has a temperature of 39C or higher, your baby feels hotter than usual when you touch their back or chest, or feels sweaty, your child is very tired or irritable."
3,What are the treatments for bronchiolitis?,Bronchiolitis,"There's no specific treatment for bronchiolitis. It usually gets better on its own and you can look after your child at home. But it can be serious in some children, who may need to be treated in the hospital. Do give children's paracetamol to babies and children over 2 months old or ibuprofen to babies and children over 3 months old – but do not give aspirin to a child under 16, try using salt water (saline) drops if your child's nose is blocked, keep your child upright as much as possible when they're awake – this will help them breathe more easily, encourage your child to drink lots of fluids – try smaller feeds more often in babies, and give older children extra water or diluted fruit juice."
4,How can I prevent bronchiolitis?,<noinput>,"To lower the chances of your child getting bronchiolitis or spreading the viruses that cause it, you can wash your hands and your child's hands often, wash or wipe down toys and clean surfaces regularly, use disposable tissues and throw them away as soon as you've used them, keep newborn babies away from anyone with a cold or the flu – especially if they're under 2 months old or were premature. It's also important not to smoke around your child. Children who breathe in cigarette smoke have a higher risk of getting bronchiolitis."
5,What are the causes of bronchiolitis?,<noinput>,"Bronchiolitis is caused by a viral infection, usually the respiratory syncytial virus (RSV). RSV is very common and spreads easily in coughs and sneezes. Almost all children have had it by the time they're 2. In older children and adults, RSV may cause a cough or cold, but in young children it can cause bronchiolitis."
6,How can I recognize when it's bronchiolitis and not bronchitis?,Bronchiolitis,"Bronchiolitis is different from bronchitis, which causes a cough with lots of mucus and can affect people of all ages."
7,What are the early symptoms of bronchiolitis?,Bronchiolitis,"The early symptoms of bronchiolitis are similar to a cold, such as sneezing, a runny or blocked nose, a cough and a slightly high temperature of 38C."
8,When should I take my child to A&E for bronchiolitis?,Bronchiolitis,"You should take your child to A&E if your child is having difficulty breathing – notice grunting noises or their tummy sucking under their ribs, there are pauses when your child breathes, your child's skin, tongue or lips are blue, your child is floppy and will not wake up or stay awake."
9,What are the treatments for bronchiolitis?,Bronchiolitis,"There's no specific treatment for bronchiolitis. It usually gets better on its own and you can look after your child at home. But it can be serious in some children, who may need to be treated in the hospital."
10,How can I prevent bronchiolitis?,<noinput>,"To lower the chances of your child getting bronchiolitis or spreading the viruses that cause it, you can wash your hands and your child's hands often, wash or wipe down toys and clean surfaces regularly, use disposable tissues and throw them away as soon as you've used them, keep newborn babies away from anyone with a cold or the flu – especially if they're under 2 months old or were premature."
