,q,i,a
0,What are the main symptoms of Parkinson's disease?,<noinput>,"The main symptoms of Parkinson's disease are involuntary shaking of particular parts of the body (tremor), slow movement, and stiff and inflexible muscles."
1,What are some other physical and psychological symptoms of Parkinson's disease?,<noinput>,"Other symptoms of Parkinson's disease include depression and anxiety, balance problems, loss of sense of smell, problems sleeping, and memory problems."
2,When should I see a doctor if I suspect I have Parkinson's disease?,<noinput>,"If you're concerned that you may have symptoms of Parkinson's disease, it is recommended to see a GP who can ask about your problems and possibly refer you to a specialist for further tests."
3,What causes Parkinson's disease?,<noinput>,"Parkinson's disease is caused by a loss of nerve cells in a part of the brain called the substantia nigra, leading to a reduction in dopamine. The exact cause of the loss of nerve cells is still unclear, but a combination of genetic and environmental factors is believed to play a role."
4,Who is more likely to be affected by Parkinson's disease?,<noinput>,"Most people with Parkinson's develop symptoms after the age of 50, although some may experience symptoms earlier. Men are slightly more likely to get Parkinson's disease than women."
5,What treatments are available for Parkinson's disease?,<noinput>,"While there is currently no cure for Parkinson's disease, there are treatments available to help reduce symptoms and maintain quality of life. These may include supportive therapies, medication, and in some cases, brain surgery."
6,Do all people with Parkinson's disease require treatment?,<noinput>,"Not all people with Parkinson's disease require treatment during the early stages, as symptoms are usually mild. However, regular appointments with a specialist for monitoring may be necessary."
7,What is the outlook for people with Parkinson's disease?,<noinput>,"As Parkinson's disease progresses, symptoms can worsen and everyday activities may become more challenging. While some people respond well to treatment with mild to moderate disability, others may not respond as well and experience more severe disability. However, with advances in treatment, most people with Parkinson's disease now have a normal or near-normal life expectancy."
8,Where can I find support for living with Parkinson's disease?,<noinput>,Parkinson's UK is the main support and research charity in the UK that can provide help and information for those living with Parkinson's disease. They can be contacted through their helpline or website.
9,Are there any support groups available for Parkinson's disease?,<noinput>,Parkinson's UK can provide information about support groups in your local area. You can contact them through their helpline or visit their website for more information.
0,What are the main symptoms of Parkinson's disease?,<noinput>,"The main symptoms of Parkinson's disease are involuntary shaking of particular parts of the body (tremor), slow movement, and stiff and inflexible muscles."
1,What physical and psychological symptoms can a person with Parkinson's disease experience?,<noinput>,"A person with Parkinson's disease can also experience a wide range of other physical and psychological symptoms, including depression, anxiety, balance problems, loss of sense of smell, problems sleeping, and memory problems."
2,When should I see a doctor if I suspect I have symptoms of Parkinson's disease?,<noinput>,You should see a GP if you're concerned that you may have symptoms of Parkinson's disease. They will ask about the problems you're experiencing and may refer you to a specialist for further tests.
3,What causes Parkinson's disease?,<noinput>,"Parkinson's disease is caused by a loss of nerve cells in the substantia nigra, a part of the brain. This leads to a reduction in a chemical called dopamine, which is responsible for many of the symptoms of Parkinson's disease."
4,Who is more likely to get Parkinson's disease?,<noinput>,"Most people with Parkinson's start developing symptoms when they're over 50, although some may experience symptoms when they're under 40. Men are slightly more likely to get Parkinson's disease than women."
5,What treatments are available for Parkinson's disease?,<noinput>,"Although there's currently no cure for Parkinson's disease, treatments are available to help reduce the main symptoms and maintain quality of life. These include supportive treatments, medication, and in some cases, brain surgery."
6,At what stage of Parkinson's disease may treatment not be needed?,<noinput>,"You may not need any treatment during the early stages of Parkinson's disease, as symptoms are usually mild. However, regular appointments with your specialist will be necessary to monitor the condition."
7,What is the outlook for people with Parkinson's disease?,<noinput>,"As the condition progresses, the symptoms can worsen and everyday activities may become increasingly difficult. However, many people respond well to treatment and experience mild to moderate disability. With advances in treatment, most people with Parkinson's disease now have a normal or near-normal life expectancy."
8,Where can I find support and information about Parkinson's disease?,<noinput>,"Parkinson's UK is the main Parkinson's support and research charity in the UK. They can provide information, support groups, and assistance. You can contact them through their helpline or visit their website."
9,Where can I find more information about care and support for illness or disability?,<noinput>,Our care and support guide explains your options and provides information on where you can get support if you need help with day-to-day living due to illness or disability or if you are caring for someone.
