,q,i,a
0,How long does earache usually last?,<noinput>,"It depends on the cause. Most earaches in children are caused by an ear infection, which usually start to improve after a few days."
1,How can I spot earache in babies and young children?,<noinput>,"Some signs of earache in young children include rubbing or pulling their ear, not reacting to some sounds, having a temperature of 38C or above, being irritable or restless, being off their food, and losing their balance."
2,What can I do to treat earache at home?,<noinput>,"You can relieve earache by using painkillers like paracetamol or ibuprofen (except for children under 16 who should not take aspirin). Placing a warm or cold flannel on the ear can also help. Avoid putting anything inside your ear, such as cotton buds, and do not try to remove earwax."
3,Can a pharmacist help with earache?,<noinput>,"Yes, a pharmacist can provide advice on how to treat earache at home. They might also recommend certain products like eardrops."
4,When should I see a GP for earache?,<noinput>,"You should see a GP if you or your child have earache for more than 3 days or if you keep getting earache. If you experience symptoms like becoming generally unwell, having a high temperature, swelling around the ear, fluid coming from the ear, hearing loss or a change in hearing, or if a child under 2 has earache in both ears, it's important to ask for an urgent GP appointment or get help from NHS 111."
5,What are the common causes of earache and pain?,<noinput>,"Earache and pain can be caused by various factors. Some common causes include ear infection, teething in children, dental abscess, glue ear, earwax build-up, foreign object stuck in the ear, perforated eardrum, sore throat, tonsillitis, quinsy (complication of tonsillitis), flu, and cold."
0,How long does earache typically last?,<noinput>,It depends on the cause. Most earaches in children are caused by ear infections and usually improve after a few days.
1,What are the signs of earache in babies and young children?,<noinput>,"A young child might have earache if they rub or pull their ear, do not react to some sounds, have a temperature of 38C or above, are irritable or restless, are off their food, or keep losing their balance. It can affect one or both ears."
2,What can I do to treat earache at home?,<noinput>,"Some things you can do to help relieve earache and ear pain include using painkillers like paracetamol or ibuprofen (children under 16 should not take aspirin) and placing a warm or cold flannel on the ear. However, avoid putting anything inside your ear, such as cotton buds, and do not try to remove earwax or let water get inside your ear."
3,Can a pharmacist help with earache?,<noinput>,"Yes, a pharmacist might be able to suggest self-treatment options for earache and recommend over-the-counter products like eardrops. However, if the pain persists for more than 3 days or keeps recurring, it's advisable to see a GP."
4,When should I seek medical advice for earache?,<noinput>,"You should see a GP if you or your child have earache for more than 3 days or if the earache keeps recurring. If you or your child experience other symptoms like becoming generally unwell, having a very high temperature, swelling around the ear, fluid coming from the ear, hearing loss or a change in hearing, or having something stuck in the ear, it's important to seek urgent medical attention."
5,What are some possible causes of earache and pain?,<noinput>,"Earache and pain can be caused by various factors. Some common causes include ear infections, teething in children, dental abscess, glue ear, earwax build-up, objects stuck in the ear (do not try to remove it yourself), a perforated eardrum, sore throat, tonsillitis, quinsy, flu, and cold."
6,Can an ear infection cause earache?,<noinput>,"Yes, an ear infection is one of the common causes of earache. It's important to seek medical advice if the earache persists or is accompanied by other symptoms."
7,What should I do if I or my child have earache and other severe symptoms?,<noinput>,"If you or your child have earache and experience severe symptoms like becoming generally unwell, having a very high temperature, swelling around the ear, fluid coming from the ear, hearing loss or a change in hearing, or having something stuck in the ear, it's important to seek urgent medical attention by asking for an urgent GP appointment or contacting NHS 111."
8,Are painkillers safe for everyone when treating earache?,<noinput>,"Not all painkillers are safe for everyone, especially if you're pregnant. It's important to check the leaflet or consult a healthcare professional for medical advice before taking any painkillers."
9,Should children under 16 take aspirin for earache?,<noinput>,"No, children under 16 should not take aspirin for earache. It is recommended to use painkillers like paracetamol or ibuprofen instead."
0,How long does earache usually last?,<noinput>,"It depends on the cause. In most cases, earaches caused by an infection in children start to improve after a few days."
1,How can you identify earache in babies and young children?,<noinput>,"Common signs of earache in babies and young children include rubbing or pulling their ear, not reacting to sounds, having a temperature of 38C or above, being irritable or restless, being off their food, and experiencing balance issues. Earache can affect one or both ears."
2,What can you do to treat earache at home?,<noinput>,"You can try using painkillers like paracetamol or ibuprofen (except for children under 16 who should not take aspirin) and placing a warm or cold flannel on the ear. However, avoid putting anything inside the ear, such as cotton buds, and refrain from attempting to remove earwax. If you're not sure about which painkillers to take, consult a healthcare professional."
3,Can a pharmacist provide assistance with earaches?,<noinput>,"Yes, a pharmacist can offer advice on how to treat earaches at home and suggest over-the-counter options like eardrops if necessary. If you're unsure about your condition, they can guide you on whether you should seek medical attention."
4,When should you see a GP for earache?,<noinput>,"You should schedule an appointment with a GP if you or your child have had earache for more than 3 days or if the earache keeps recurring. If you experience any urgent symptoms such as becoming generally unwell, a very high temperature, swelling around the ear, fluid coming from the ear, hearing loss or a change in hearing, or if a child under 2 has earache in both ears, it's essential to seek urgent medical advice from a GP or calling NHS 111."
5,What are some of the common causes of earache and pain?,<noinput>,"Earache and pain can be caused by various factors. Some common causes include teething in children, dental abscess, glue ear, earwax buildup, objects stuck in the ear (do not try to remove them yourself), perforated eardrum, sore throat, tonsillitis, quinsy, ear infections, flu, and colds."
6,Can a cold cause earache and pain?,<noinput>,"Yes, a cold can sometimes cause earache and pain."
7,What are the symptoms of an ear infection?,<noinput>,"Symptoms of an ear infection may include ear pain, difficulty hearing, ear discharge, fever, and feeling generally unwell."
8,Is it safe to put cotton buds inside the ear to remove earwax?,<noinput>,"No, it is not safe to insert cotton buds or any other objects into the ear to remove earwax. Doing so may push the earwax deeper or even cause damage to the ear canal or eardrum. It's best to seek advice from a healthcare professional if you're concerned about earwax buildup."
9,Are painkillers safe for everyone to use for earaches?,<noinput>,"Not all painkillers are safe for everyone. If you're pregnant, breastfeeding, or have underlying health conditions, it's advisable to check the leaflet or consult a healthcare professional before taking painkillers for earache."
