,q,i,a
0,What are the symptoms of pityriasis rosea?,<noinput>,"Symptoms of pityriasis rosea include feeling unwell, headache, high temperature, joint pain, a herald patch, and a widespread rash."
1,What is the duration of pityriasis rosea?,<noinput>,"Both the herald patch and rash of pityriasis rosea usually last for 2 to 12 weeks, but can last up to 5 months."
2,When should I see a GP for a rash?,<noinput>,"You should see a GP if you have an unexplained rash, as they can confirm the diagnosis of pityriasis rosea or another skin condition."
3,What are the possible treatments for pityriasis rosea?,<noinput>,"Possible treatments for pityriasis rosea include emollients, steroid creams or ointments, antihistamines, and UVB light therapy."
4,Does pityriasis rosea have a known cause?,<noinput>,"The exact cause of pityriasis rosea is unknown, but it may be caused by a viral infection."
5,Is pityriasis rosea contagious?,<noinput>,"No, pityriasis rosea is not contagious and cannot be spread to other people through physical contact."
6,What is the difference between pityriasis rosea and pityriasis versicolor?,<noinput>,"Pityriasis versicolor is caused by a yeast infection and can be treated with antifungal medicines, while pityriasis rosea is not caused by a yeast infection."
7,How is pityriasis versicolor treated?,<noinput>,"Pityriasis versicolor can be treated with antifungal medicines, including antifungal creams and antifungal shampoos."
8,How long does it take for pityriasis rosea to get better without treatment?,<noinput>,Pityriasis rosea usually gets better without treatment within 12 weeks.
9,What type of treatments can be used for relieving itching in pityriasis rosea?,<noinput>,"For relieving itching in pityriasis rosea, you can use emollients, hydrocortisone cream, betamethasone cream, or antihistamines."
0,What are the symptoms of pityriasis rosea?,<noinput>,"Symptoms of pityriasis rosea include feeling unwell before the rash appears, a herald patch that looks like a pink or red oval patch of scaly skin, and a widespread rash of small, raised, scaly patches."
1,What does the herald patch look like?,<noinput>,"The herald patch is a single pink or red oval patch of scaly skin that usually appears at least 2 days before the widespread rash. It can range in size from 2cm to 10cm and can appear on the tummy, chest, back, neck, face, scalp, or near the genitals."
2,What does the widespread rash of pityriasis rosea look like?,<noinput>,"The widespread rash of pityriasis rosea consists of small, raised, scaly patches that usually range in size up to 1.5cm. It commonly appears on the chest, back, tummy, neck, upper arms, and upper thighs. The face is usually not affected."
3,Does pityriasis rosea cause itching?,<noinput>,"Yes, pityriasis rosea can cause itching, although the rash itself is not painful."
4,How long does pityriasis rosea usually last?,<noinput>,"Pityriasis rosea typically lasts for 2 to 12 weeks, but it can persist for up to 5 months. After the rash has gone, any darker or lighter areas of skin should return to normal within a few months and will not leave permanent scarring."
5,When should I see a GP for pityriasis rosea?,<noinput>,You should see a GP if you have an unexplained rash. They can confirm whether it's pityriasis rosea or another skin condition and provide appropriate treatment.
6,What treatments are available for pityriasis rosea?,<noinput>,"Treatment for pityriasis rosea is usually not necessary, as it often gets better on its own within 12 weeks. However, if you experience discomfort and itching, possible treatments include emollients, steroid creams or ointments, antihistamines, and UVB light therapy."
7,What is the suspected cause of pityriasis rosea?,<noinput>,"The exact cause of pityriasis rosea is unknown, but it is thought to be associated with viral infection. However, pityriasis rosea itself is not contagious and cannot be spread to others through physical contact."
8,What is the difference between pityriasis rosea and pityriasis versicolor?,<noinput>,"Pityriasis versicolor is caused by a yeast infection and can be treated with antifungal medicines, while pityriasis rosea is not caused by an infection and does not require antifungal treatment."
9,How is pityriasis versicolor treated?,<noinput>,"Pityriasis versicolor can be treated with antifungal medicines, including antifungal creams and antifungal shampoos."
