,q,i,a
0,What are the symptoms of newborn jaundice?,<noinput>,"Symptoms of newborn jaundice include yellowing of the skin and eyes, dark yellow urine, and pale-colored poo."
1,When should I contact a healthcare professional if my baby has jaundice?,<noinput>,"If your baby's symptoms worsen or they become reluctant to feed, contact your midwife immediately."
2,What causes jaundice in newborn babies?,<noinput>,"Jaundice in newborn babies is caused by the build-up of bilirubin in the blood, which occurs due to the breakdown of red blood cells."
3,How common is newborn jaundice?,<noinput>,"Newborn jaundice is common, with an estimated 6 out of 10 babies developing it. Premature babies and those who are breastfed have a higher risk."
4,Is treatment usually required for newborn jaundice?,<noinput>,"Treatment is not usually needed as symptoms often pass within 10 to 14 days. However, in cases of very high bilirubin levels, phototherapy or an exchange transfusion may be recommended."
5,What are the treatments for newborn jaundice?,<noinput>,"The main treatments for newborn jaundice are phototherapy, where special light is used to break down bilirubin, and exchange transfusion, where blood is replaced with blood from a donor."
6,What are the complications of untreated jaundice?,<noinput>,"Untreated jaundice can lead to a rare condition called kernicterus, which can cause permanent brain damage. However, this is very rare in the UK."
7,How long do the symptoms of newborn jaundice typically last?,<noinput>,"The symptoms of newborn jaundice typically last for 10 to 14 days, although they can occasionally last longer."
8,Are there any specific risks or considerations for breastfeeding and jaundice?,<noinput>,"Breastfeeding may increase the risk of developing jaundice, but the benefits of breastfeeding outweigh the risks associated with jaundice."
9,What is kernicterus and how common is it?,<noinput>,"Kernicterus is a rare condition that can occur in untreated cases of very high bilirubin levels. It involves permanent brain damage, but it is very rare in the UK."
0,What are the symptoms of newborn jaundice?,<noinput>,"Symptoms of newborn jaundice include yellowing of the skin and whites of the eyes, dark yellow urine, and pale-colored poo."
1,When do the symptoms of newborn jaundice usually develop?,<noinput>,The symptoms of newborn jaundice typically develop 2 days after birth and usually improve without treatment by the time the baby is about 2 weeks old.
2,When should I seek medical advice if my baby has jaundice?,<noinput>,"If your baby develops signs of jaundice after the newborn physical examination, speak to your midwife, health visitor, or GP as soon as possible for advice."
3,What causes jaundice in newborn babies?,<noinput>,"Jaundice in newborn babies is caused by the build-up of bilirubin in the blood, which is produced when red blood cells are broken down. The high number of red blood cells in a baby's blood and an underdeveloped liver can contribute to jaundice."
4,How common is newborn jaundice?,<noinput>,"Jaundice is common in newborn babies, with an estimated 6 out of every 10 babies developing the condition. Premature babies have a higher risk, with 8 out of 10 premature babies experiencing jaundice."
5,Do all babies with jaundice require treatment?,<noinput>,"Not all babies with jaundice require treatment. Symptoms usually pass within 10 to 14 days. Treatment is recommended only if tests show very high levels of bilirubin, which could potentially lead to brain damage."
6,What are the treatments for newborn jaundice?,<noinput>,"Treatment options for newborn jaundice include phototherapy, where special light alters bilirubin, and exchange transfusion, where the baby's blood is replaced with blood from a matching donor."
7,What are the risks of untreated jaundice?,<noinput>,"Untreated jaundice in babies with very high levels of bilirubin can lead to a rare condition called kernicterus, which may cause permanent brain damage."
8,How can I prevent complications from jaundice in newborns?,<noinput>,Regular monitoring of jaundice levels and seeking medical advice are crucial to prevent complications. Phototherapy and exchange transfusion are effective treatments to reduce bilirubin levels.
9,Where can I find more information about jaundice in newborn babies?,<noinput>,You can find more information about jaundice in newborn babies from the National Institute for Health and Care Excellence (NICE) guidance and by reading about kernicterus in babies.
