,q,i,a
0,What are the common symptoms of DiGeorge syndrome?,<noinput>,"Some common symptoms of DiGeorge syndrome include learning and behavior problems, speech and hearing problems, mouth and feeding problems, heart problems, hormone problems, and a higher risk of infections."
1,How is DiGeorge syndrome caused?,<noinput>,"DiGeorge syndrome is caused by a problem called 22q11 deletion, where a small piece of genetic material is missing from a person's DNA."
2,What are the chances of having another child with DiGeorge syndrome if one parent has the condition?,<noinput>,"If one parent has DiGeorge syndrome, they have a 50% chance of passing it on to their child in each pregnancy."
3,What tests can be done to check for DiGeorge syndrome during pregnancy?,<noinput>,Tests such as chorionic villus sampling or amniocentesis can be done during pregnancy to check if the baby has the genetic problem that causes DiGeorge syndrome.
4,Is there a cure for DiGeorge syndrome?,<noinput>,"Currently, there is no cure for DiGeorge syndrome, but the symptoms can be treated as they occur."
5,What kind of support is available for individuals with DiGeorge syndrome?,<noinput>,"Children and adults with DiGeorge syndrome can receive support through regular check-ups, therapy (such as speech therapy and physiotherapy), and surgeries if needed."
6,How does DiGeorge syndrome affect life expectancy?,<noinput>,"Most people with DiGeorge syndrome reach adulthood and have a relatively normal life span, although ongoing health problems can slightly impact life expectancy."
7,Can adults with DiGeorge syndrome live independently?,<noinput>,"Yes, adults with DiGeorge syndrome can often live independently."
8,What information is collected about individuals with DiGeorge syndrome?,<noinput>,Information about individuals with DiGeorge syndrome is passed to the National Congenital Anomaly and Rare Disease Registration Service (NCARDRS) to help improve prevention and treatment of the condition.
9,Can I opt out of the National Congenital Anomaly and Rare Disease Registration Service if my child has DiGeorge syndrome?,<noinput>,"Yes, you can opt out of the register at any time if your child has DiGeorge syndrome."
0,What are the common symptoms of DiGeorge syndrome?,<noinput>,"Some common symptoms of DiGeorge syndrome include learning and behavior problems, speech and hearing problems, mouth and feeding problems, heart problems, hormone problems, and a higher risk of infections."
1,How is DiGeorge syndrome caused?,<noinput>,"DiGeorge syndrome is caused by a problem called 22q11 deletion, where a small piece of genetic material is missing from a person's DNA."
2,What are the chances of having a child with DiGeorge syndrome if neither parent has it?,<noinput>,"If neither parent has DiGeorge syndrome, the risk of having another child with it is thought to be less than 1 in 100 (1%)."
3,What are the options for genetic testing if there is a family history of DiGeorge syndrome?,<noinput>,"Options for genetic testing may include having a blood test to check for the genetic problem, tests during pregnancy (chorionic villus sampling or amniocentesis), or pre-implantation genetic diagnosis (not always available on the NHS)."
4,How is DiGeorge syndrome treated?,<noinput>,"There is currently no cure for DiGeorge syndrome, but treatment may involve regular monitoring, hearing tests, blood tests, dietary changes, speech therapy, physiotherapy, and surgery for more severe problems."
5,What is the outlook for individuals with DiGeorge syndrome?,<noinput>,"Everyone with DiGeorge syndrome is affected differently, but most survive into adulthood. Symptoms can improve as they get older, but behavioral, learning, and mental health problems may continue to affect their daily life."
6,How can I find support for DiGeorge syndrome?,<noinput>,"You may find it useful to speak to a social worker, psychologist, or counsellor. Charities such as Max Appeal! can also provide support."
7,What information is passed to the National Congenital Anomaly and Rare Disease Registration Service for individuals with DiGeorge syndrome?,<noinput>,"If you or your child has DiGeorge syndrome, information about them will be passed to the National Congenital Anomaly and Rare Disease Registration Service to help with research and treatment improvements."
8,Are there any known complications associated with DiGeorge syndrome?,<noinput>,Complications can include ongoing health problems that may slightly lower life expectancy. It is important to attend regular check-ups for early detection and treatment.
9,Can adults with DiGeorge syndrome live independently?,<noinput>,"Yes, adults with DiGeorge syndrome are often able to live independently."
