,q,i,a
0,What are the main symptoms of polymyalgia rheumatica?,<noinput>,"The main symptom is muscle stiffness in the morning that lasts longer than 45 minutes. Other symptoms may include extreme tiredness, loss of appetite, weight loss, and depression."
1,What should I do if I have pain and stiffness for more than a week?,<noinput>,You should see a GP to find out the cause of the pain and stiffness.
2,How is polymyalgia rheumatica diagnosed?,<noinput>,"Diagnosing polymyalgia rheumatica can be difficult because the symptoms are similar to those of many other conditions. The GP will need to rule out other conditions, including rheumatoid arthritis, before making a diagnosis."
3,What causes polymyalgia rheumatica?,<noinput>,"The cause of polymyalgia rheumatica is unknown, but it is believed to be a combination of genetic and environmental factors. It is more common in people over 65 and more common in women than men."
4,What is the main treatment for polymyalgia rheumatica?,<noinput>,The main treatment for polymyalgia rheumatica is a steroid medicine called prednisolone. It is used to relieve the symptoms and is usually taken for 12 months to 2 years.
5,What is temporal arteritis?,<noinput>,"Temporal arteritis, also known as giant cell arteritis, is a more serious condition that can develop in some people with polymyalgia rheumatica. It involves inflammation of the arteries in the head and neck."
6,What are the symptoms of temporal arteritis?,<noinput>,"Symptoms of temporal arteritis can include a new or frequent headache, pain in the jaw muscles or tongue when eating or talking, and problems with sight, such as double vision or loss of vision in one or both eyes."
7,What should I do if I have symptoms of temporal arteritis?,<noinput>,"If you have symptoms of temporal arteritis, you should contact a GP immediately, go to 111.nhs.uk, or call NHS 111. Temporal arteritis requires immediate medical attention to prevent serious complications."
8,How common is temporal arteritis in people with polymyalgia rheumatica?,<noinput>,Up to 1 in 5 people with polymyalgia rheumatica develop temporal arteritis.
9,What are the potential complications of untreated temporal arteritis?,<noinput>,Untreated temporal arteritis can lead to serious problems like stroke or blindness.
0,What are the symptoms of polymyalgia rheumatica?,<noinput>,"The main symptom is muscle stiffness in the morning that lasts longer than 45 minutes. Other symptoms may include extreme tiredness, loss of appetite, weight loss, and depression. It is recommended to see a GP if you have pain and stiffness for more than a week."
1,How is polymyalgia rheumatica diagnosed?,<noinput>,"Diagnosing polymyalgia rheumatica can be difficult because the symptoms are similar to those of many other conditions, including rheumatoid arthritis. These conditions will need to be ruled out before polymyalgia rheumatica is diagnosed."
2,What are the causes of polymyalgia rheumatica?,<noinput>,"The cause of polymyalgia rheumatica is unknown, but a combination of genetic and environmental factors is thought to be responsible. It is an age-related condition and more common in women than men."
3,What is the main treatment for polymyalgia rheumatica?,<noinput>,A steroid medicine called prednisolone is the main treatment for polymyalgia rheumatica. It is used to help relieve the symptoms. Most people with polymyalgia rheumatica will need a course of steroid treatment that lasts for 12 months to 2 years to prevent their symptoms from returning.
4,What are the symptoms of temporal arteritis?,<noinput>,"Symptoms of temporal arteritis can include a new or frequent headache that develops suddenly, pain in the jaw muscles or tongue when eating or talking, and problems with sight, such as double vision or loss of vision in one or both eyes. Immediate medical attention is required if any of these symptoms occur."
5,What should be done if someone experiences symptoms of temporal arteritis?,<noinput>,"If someone experiences symptoms of temporal arteritis, they should contact a GP immediately, go to 111.nhs.uk, or call NHS 111. Temporal arteritis requires immediate medical attention to prevent serious problems like stroke or blindness if not treated quickly."
6,What condition can develop in people with polymyalgia rheumatica?,<noinput>,"Up to 1 in 5 people with polymyalgia rheumatica develop a more serious condition called temporal arteritis, where the arteries in the head and neck become inflamed."
7,What is the cause of temporal arteritis?,<noinput>,The cause of temporal arteritis is unknown. It is important to seek immediate medical attention if symptoms occur as it can lead to serious problems like stroke or blindness if not treated quickly.
8,How does temporal arteritis differ from polymyalgia rheumatica?,<noinput>,"Temporal arteritis requires immediate medical attention, whereas polymyalgia rheumatica is treated with a steroid medicine called prednisolone. Temporal arteritis can lead to serious problems like stroke or blindness if not treated quickly."
9,What is the treatment duration for polymyalgia rheumatica?,<noinput>,Most people with polymyalgia rheumatica will need a course of steroid treatment that lasts for 12 months to 2 years to prevent their symptoms from returning. The steroid medicine called prednisolone is used to help relieve the symptoms.
