,q,i,a
0,What is the most important thing to do to treat diarrhoea and vomiting at home?,someone with diarrhoea and vomiting is advised to have lots of fluids to avoid dehydration.,The most important thing is to have lots of fluids to avoid dehydration.
1,Can babies on formula or solid foods be given water between feeds if they have diarrhoea and vomiting?,a baby on formula or solid foods with diarrhoea and vomiting can be given small sips of water between feeds.,"Yes, babies on formula or solid foods can be given small sips of water between feeds."
2,How long does diarrhoea usually last in adults and children?,<noinput>,Diarrhoea usually stops within 5 to 7 days.
3,How long does vomiting usually last in adults and children?,<noinput>,Vomiting usually stops in 1 or 2 days.
4,What should be done to avoid spreading diarrhoea and vomiting?,<noinput>,"To help avoid spreading an infection, wash your hands frequently with soap and water, wash any clothing or bedding that has poo or vomit on it separately on a hot wash, and clean toilet seats, flush handles, taps, surfaces, and door handles every day."
5,When should you speak to a pharmacist about diarrhoea and vomiting?,"You should speak to a pharmacist if you or your child have signs of dehydration, if you're an older person or have a weakened immune system, or if you need to stop diarrhoea for a few hours.","You should speak to a pharmacist if you or your child have signs of dehydration, if you're an older person or have a weakened immune system, or if you need to stop diarrhoea for a few hours."
6,When should you get advice from 111?,"You should get advice from 111 now if you're worried about a baby under 12 months, if your child stops breast or bottle feeding while they're ill, if a child under 5 years has signs of dehydration, if you or your child still have signs of dehydration after using oral rehydration sachets, if you or your child keep being sick and cannot keep fluid down, if you or your child have bloody diarrhoea or bleeding from the bottom, or if you or your child have diarrhoea for more than 7 days or vomiting for more than 2 days.",You should get advice from 111 if you experience any of the mentioned symptoms.
7,When should you call 999 or go to A&E?,"You should call 999 or go to A&E if you or your child vomits blood or have vomit that looks like ground coffee, have green vomit (adults) or yellow-green or green vomit (children), might have swallowed something poisonous, have a stiff neck and pain when looking at bright lights, or have a sudden, severe headache or stomach ache.",You should call 999 or go to A&E if you or your child experience any of the mentioned symptoms.
8,What are the common causes of diarrhoea and vomiting?,<noinput>,"The most common causes of diarrhoea and vomiting are a stomach bug (gastroenteritis), norovirus (also called the 'vomiting bug'), and food poisoning."
9,Can medicines be a cause of diarrhoea or vomiting?,"Yes, medicines can cause diarrhoea or vomiting. It's advised to check the leaflet to see if it's a side effect.","Yes, medicines can be a cause of diarrhoea or vomiting. It's advised to check the leaflet to see if it's a side effect."
0,How to treat diarrhoea and vomiting at home?,I have diarrhoea and vomiting. What should I do?,"You can usually treat yourself or your child at home by staying hydrated, resting, and avoiding certain foods and drinks. It's important to drink lots of fluids, take small sips if feeling sick, and eat when you feel able to."
1,How long does diarrhoea and vomiting usually last?,<noinput>,"In adults and children, diarrhoea usually stops within 5 to 7 days, while vomiting usually stops in 1 or 2 days."
2,How can diarrhoea and vomiting spread easily?,<noinput>,"Diarrhoea and vomiting can spread easily, so it's important to stay off school or work until you've not been sick or had diarrhoea for at least 2 days. Wash your hands frequently, clean surfaces, and avoid preparing food for others."
3,How can a pharmacist help with diarrhoea and vomiting?,<noinput>,A pharmacist can help if you or your child show signs of dehydration or need to stop diarrhoea for a few hours. They may recommend oral rehydration sachets or medicine to temporarily stop diarrhoea.
4,When should I seek urgent advice for diarrhoea and vomiting?,<noinput>,"If you're worried about a baby under 12 months, your child stops feeding, signs of dehydration persist, or you experience bloody diarrhoea, vomiting for more than 2 days, or other concerning symptoms, it's important to seek advice from NHS 111 or call 999 if it's an emergency."
5,What are the common causes of diarrhoea and vomiting?,<noinput>,"Common causes include stomach bugs (gastroenteritis), norovirus, and food poisoning. Other causes can be certain medications, food intolerances, irritable bowel syndrome, or various diseases."
6,Can diarrhoea and vomiting be caused by medications?,I recently started taking a new medication and now I have diarrhoea. Could it be a side effect?,"Yes, some medications can cause diarrhoea as a side effect. Check the medication's leaflet to see if it's listed. If you're concerned, consult your doctor or pharmacist."
7,What other infections can cause vomiting?,<noinput>,"Vomiting can be caused by various infections, such as urinary tract infections (UTIs). If you suspect an infection, it's best to consult a medical professional for proper diagnosis and treatment."
8,Can I still breastfeed my baby if they have diarrhoea and vomiting?,My baby has diarrhoea and vomiting. Can I continue breastfeeding?,"Yes, it's recommended to continue breastfeeding your baby even if they have diarrhoea and vomiting. You can try giving them small feeds more often than usual."
9,What should I avoid when experiencing diarrhoea?,<noinput>,"It is advised to avoid fruit juice, fizzy drinks, and making baby formula weaker. Eat when you feel able to and do not need to avoid any specific foods."
