,q,i,a
0,What is vasculitis?,<noinput>,"Vasculitis is a group of conditions that cause inflammation of the blood vessels. It occurs when the immune system attacks healthy blood vessels, leading to swelling and narrowing."
1,What are the symptoms of eosinophilic granulomatosis with polyangiitis?,"Eosinophilic granulomatosis with polyangiitis (Churg-Strauss syndrome) mainly affects adults around 38 to 54. Symptoms include asthma, allergic rhinitis, high temperature, muscle and joint pain, tiredness, loss of appetite, and weight loss.","The symptoms of eosinophilic granulomatosis with polyangiitis include asthma, allergic rhinitis, high temperature, muscle and joint pain, tiredness, loss of appetite, and weight loss."
2,What is the treatment for temporal arteritis?,"Temporal arteritis (giant cell arteritis) mostly affects adults over the age of 50. It can cause headaches, jaw muscle pain, double vision or vision loss. The main treatment is steroid medicine.",The main treatment for temporal arteritis is steroid medicine.
3,What organs can be affected by granulomatosis with polyangiitis?,"Granulomatosis with polyangiitis (Wegener's granulomatosis) affects blood vessels in the nose, sinuses, ears, lungs, and kidneys. It mainly affects middle-aged or older people.","Granulomatosis with polyangiitis can affect the nose, sinuses, ears, lungs, and kidneys."
4,What are the symptoms of Henoch-Schönlein purpura?,"Henoch-Schönlein purpura mainly affects children and is triggered by an infection. Symptoms include a rash, joint pain, abdominal pain, diarrhea, and blood in urine or poo.","The symptoms of Henoch-Schönlein purpura include a rash, joint pain, abdominal pain, diarrhea, and blood in the urine or stool."
5,How is Kawasaki disease treated?,"Kawasaki disease mainly affects children under the age of 5 and presents with a high temperature, rash, swollen glands, dry cracked lips, red fingers or toes, and red eyes. Treatment includes intravenous immunoglobulin (IVIG) and aspirin.",The main treatments for Kawasaki disease are intravenous immunoglobulin (IVIG) and aspirin.
6,What are the symptoms of microscopic polyangiitis?,"Microscopic polyangiitis is a rare and serious long-term vasculitis that develops in middle-aged people. It can cause a rash, shortness of breath, coughing up blood, red and sore eyes, joint stiffness, muscle aches, loss of appetite, weight loss, feeling tired, and flu-like symptoms.","The symptoms of microscopic polyangiitis include a rash, shortness of breath, coughing up blood, red and sore eyes, joint stiffness, muscle aches, loss of appetite, weight loss, feeling tired, and flu-like symptoms."
7,What are the symptoms of polyarteritis nodosa?,"Polyarteritis nodosa is a rare type of vasculitis that affects the arteries supplying the gut, kidneys, and nerves. Symptoms include muscle and joint pain, abdominal pain, rash, pins and needles or numbness, and bleeding and ulcers in the gut.","The symptoms of polyarteritis nodosa include muscle and joint pain, abdominal pain, rash, pins and needles or numbness, and bleeding and ulcers in the gut."
8,What are the symptoms of polymyalgia rheumatica?,"Polymyalgia rheumatica mostly affects adults over 50 and is characterized by pain and stiffness in the shoulders, neck, and hips, high temperature, extreme tiredness, loss of appetite, weight loss, and depression. It is treated with steroid medicine.","The symptoms of polymyalgia rheumatica include pain and stiffness in the shoulders, neck, and hips, high temperature, extreme tiredness, loss of appetite, weight loss, and depression."
9,What is the treatment for Takayasu arteritis?,"Takayasu arteritis mainly affects young women and can cause extreme tiredness, high temperature, weight loss, muscle and joint pain, and painful, numb, or cold limbs. It is usually treated with steroid medicine.",The main treatment for Takayasu arteritis is steroid medicine.
