,q,i,a
0,What are the symptoms of bleeding from the bottom?,<noinput>,"Symptoms of bleeding from the bottom include blood on toilet paper, red streaks on poop, pink water in the toilet bowl, bloody diarrhea, very dark poo, and small amounts of one-off bleeding."
1,When should I see a GP for bleeding from the bottom?,<noinput>,"You should see a GP if your child has blood in their poo, if you've had blood in your poo for 3 weeks, if your poo has been softer, thinner or longer than normal for 3 weeks, if you're in a lot of pain around the bottom, if you have a pain or lump in your tummy, or if you've been more tired than usual."
2,What should I do if I have black or dark red poo?,<noinput>,"If you have black or dark red poo, you should ask for an urgent GP appointment or get help from NHS 111. You can also go to A&E or call 999 if you're bleeding non-stop or if there's a lot of blood."
3,What happens during a GP appointment for bleeding from the bottom?,<noinput>,"During a GP appointment, the doctor will check what's causing the bleeding. They might perform a rectal examination, ask for a sample of poo for testing, or refer you to a specialist for further tests."
4,What are the common causes of bleeding from the bottom?,<noinput>,"Common causes of bleeding from the bottom include piles (haemorrhoids), anal fissures, sexually transmitted infections (STIs), side effects of certain medications, such as anticoagulants or aspirin, and bleeding in the anus, bowel, or lower gut."
5,What can cause bright red rectal bleeding with pain and itching?,<noinput>,Bright red rectal bleeding with pain and itching can be caused by piles (haemorrhoids).
6,What can cause bright red rectal bleeding after constipation?,<noinput>,Bright red rectal bleeding after constipation can be caused by a small tear in your anus (anal fissure).
7,What can cause bright red rectal bleeding without pain?,<noinput>,"Bright red rectal bleeding without pain can be a side effect of medications like warfarin and apixaban (anticoagulants) or aspirin, or it could be due to broken blood vessels in the gut (angiodysplasia)."
8,What can cause blood in the poo or blood with slime?,<noinput>,"Blood in the poo or blood with slime can be caused by an anal fistula, a tummy bug (gastroenteritis), or an inflammatory bowel disease (IBD) like ulcerative colitis or Crohn's disease."
9,What can cause very dark or black blood or poo?,<noinput>,"Very dark or black blood or poo can be caused by taking iron tablets, eating a lot of dark foods like liquorice and blueberries, bleeding in the stomach or gut, or having a stomach ulcer."
0,What are the symptoms of bleeding from the bottom?,<noinput>,"Symptoms of bleeding from the bottom include blood on toilet paper, red streaks on poop, pink water in the toilet bowl, bloody diarrhea, and very dark poo."
1,When should I see a GP for bleeding from the bottom?,<noinput>,"You should see a GP if your child has blood in their poo, you've had blood in your poo for 3 weeks, your poo has been softer, thinner or longer than normal for 3 weeks, you're in a lot of pain around the bottom, you have a pain or lump in your tummy, or you've been more tired than usual or lost weight for no reason."
2,What should I do if I have black or dark red poo or bloody diarrhea?,<noinput>,You should ask for an urgent GP appointment or get help from NHS 111.
3,What happens at a GP appointment for bleeding from the bottom?,<noinput>,"At a GP appointment, they will check your bottom with a rectal examination and may ask for a sample of poo for testing. They may also refer you to a specialist for further tests if needed."
4,What are common causes of bleeding from the bottom?,<noinput>,"Common causes of bleeding from the bottom include piles, anal fissures, sexually transmitted infections, side effects of certain medications, angiodysplasia, anal fistula, tummy bugs, inflammatory bowel diseases, bleeding in the anus or bowel, and bowel polyps."
5,Can bright red blood on toilet paper be a cause for concern?,<noinput>,"Bright red blood on toilet paper can be a sign of piles, anal fissures, sexually transmitted infections, or side effects of certain medications. However, it's best to see a GP if you're worried."
6,What could be the cause of blood in poo with slime?,<noinput>,"Blood in poo with slime can be a sign of conditions like anal fistula, tummy bugs, inflammatory bowel diseases, or bleeding in the anus, bowel, or lower gut. It's important to see a GP for a proper evaluation."
7,What should I do if my poo is very dark or black?,<noinput>,"If your poo is very dark or black, it could be due to certain foods or it could indicate bleeding in the stomach or gut. It's recommended to see a GP for a test if you're concerned."
8,When should I go to A&E or call 999 for bleeding from the bottom?,<noinput>,"You should go to A&E or call 999 if you're bleeding non-stop or if there's a lot of blood, such as the toilet water turning red or you see large blood clots."
9,Why is it important to get bleeding from the bottom checked?,<noinput>,"Bleeding from the bottom can sometimes be a sign of bowel cancer. It's easier to treat when detected early, so it's important to get it checked by a GP."
