,q,i,a
0,What are the symptoms of diverticular disease?,<noinput>,"The symptoms of diverticular disease include pain in the lower left side of your abdomen, tummy pain that worsens after eating and improves after defecation, constipation, diarrhea, blood in stool, and bloating."
1,What urgent actions should you take if you have symptoms of diverticular disease?,<noinput>,"If you have blood or slime in your stool, worsening or persistent tummy pain, high temperature, vomiting or inability to keep fluids down, or diarrhea for more than 7 days, you should ask for an urgent GP appointment or seek help from NHS 111."
2,What tests are conducted to diagnose diverticular disease?,<noinput>,"To diagnose diverticular disease, a GP may ask questions, perform a blood test, and may require a stool sample. Further tests may include colonoscopy, flexible sigmoidoscopy, or a CT scan."
3,How is diverticular disease treated?,<noinput>,"Treatment for diverticular disease includes painkillers like paracetamol, bulk-forming laxatives, and antispasmodic medicines to relieve stomach cramps."
4,What can you do to manage diverticular disease?,<noinput>,"To manage diverticular disease, you can eat a healthy, balanced diet including whole grains, fruits, and vegetables, gradually increase fiber intake, stop smoking, and maintain a healthy weight. Avoid taking NSAIDs or opioid painkillers."
5,What are the complications of diverticulitis?,<noinput>,"Complications of diverticulitis can include abscess formation, bowel blockage, fistula formation, and bowel perforation leading to peritonitis. These may require treatment with antibiotics or surgery."
6,When should immediate action be taken for diverticulitis?,<noinput>,"Immediate action, such as calling 999 or going to A&E, is necessary if there is severe tummy pain accompanied by vomiting, swollen tummy, inability to pass stool or gas, heavy rectal bleeding, confusion, pale or blotchy skin, high or low temperature, or rapid breathing, as these could be signs of sepsis."
7,What are the symptoms of diverticulitis?,<noinput>,"The symptoms of diverticulitis can include severe and constant tummy pain, high temperature, and rectal bleeding or passing mucus from the rectum."
8,What additional symptoms may indicate diverticulitis?,<noinput>,"In addition to the common symptoms of diverticular disease, if your intestine becomes infected or inflamed, you may experience severe tummy pain, high temperature, and bleeding or passing slime from your bottom."
9,What are the tests used to diagnose diverticular disease and diverticulitis?,<noinput>,"A GP may use a combination of questions, blood tests, stool samples, colonoscopy, flexible sigmoidoscopy, and CT scan to diagnose diverticular disease and diverticulitis."
0,What are the symptoms of diverticular disease and diverticulitis?,<noinput>,"The symptoms of diverticular disease include pain in the lower left or right side of the abdomen, pain that worsens after eating and improves after defecation or flatulence, constipation, diarrhea, blood in the stool, and bloating. Diverticulitis may also cause severe tummy pain, high temperature, and bleeding or passing mucus from the rectum."
1,When should I seek urgent medical advice for diverticular disease and diverticulitis?,<noinput>,"You should ask for an urgent GP appointment or seek help from NHS 111 if there is blood or mucus in your stool, your tummy pain is worsening or persistent, you have a high temperature, cannot keep fluids down, or have diarrhea for more than 7 days or vomiting for more than 2 days."
